id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7114383,Principe Real light 4 bedrooms,19798589,Diogo,Lisboa,Santo Antnio,38.71822,-9.15451,Entire home/apt,113,3,8,2016-08-14,0.11,1,282
7122749,Casa Giovanni,37309506,Giovanni,Torres Vedras,Silveira,39.10323,-9.33872,Private room,30,3,0,,,2,178
7126970,Spacious Suite With  Bathroom & Morning Sun Lisbon,7564916,Stefan,Lisboa,Avenidas Novas,38.73046,-9.15036,Private room,23,7,1,2015-08-19,0.01,87,7
7127471,"Ocean V in Cascais with Sea View and pool, sleeps 4",25391913,Portugal Portfolio - Agency,Cascais,Cascais e Estoril,38.69664,-9.44044,Entire home/apt,115,3,17,2019-06-25,0.52,35,278
7129351,Apartment 200 m from the beach,3327663,Rui,Mafra,Ericeira,38.96814,-9.41804,Entire home/apt,42,4,15,2020-09-14,0.21,22,0
7131204,Costa do Castelo Terrace V,18744173,Thierry,Lisboa,Santa Maria Maior,38.7159,-9.13235,Entire home/apt,55,2,195,2019-07-04,2.72,6,241
7139170,Lisbon /apartment beach Carcavelos,37389615,Celine,Cascais,Carcavelos e Parede,38.68341,-9.3279,Entire home/apt,75,3,35,2021-01-01,0.49,1,293
7142967,2 bedroom home with sunny terrace,35866016,Ana,Lisboa,So Vicente,38.71656,-9.12278,Entire home/apt,62,2,190,2019-11-15,2.62,1,164
7145075,Apartment 200 m from the beach,3327663,Rui,Mafra,Ericeira,38.96833,-9.41785,Entire home/apt,42,4,5,2020-08-22,0.07,22,0
7146422,Casa da Leonor com Garagem no Centro de Lisboa,37424805,Diogo,Lisboa,Santo Antnio,38.7265,-9.1455,Entire home/apt,75,3,52,2019-06-06,0.72,1,285
7156588,Flat with 6 student rooms for student group,7564916,Stefan,Lisboa,Avenidas Novas,38.7385,-9.14246,Entire home/apt,50,4,0,,,87,0
7161699,Ambassador´s Corner Belém Apartment,37506894,Rui,Lisboa,Belm,38.69721,-9.19606,Entire home/apt,55,3,116,2017-12-19,1.60,1,107
7164638,Cosy backyard w/ kids' pool downtown by the beach,15925366,Tom-Isabel,Mafra,Ericeira,38.96579,-9.41856,Entire home/apt,180,1,23,2020-09-20,0.32,7,152
7169886,Apartamento de luxo 10 min. centro,37553821,Graça Moreira,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.71548,-9.24128,Private room,40,7,0,,,1,365
7188215,Loving Chiado 4,36948366,Rita,Lisboa,Santa Maria Maior,38.71401,-9.14184,Entire home/apt,85,1,7,2020-12-19,0.11,9,324
7189811,Loving Chiado 6,36948366,Rita,Lisboa,Santa Maria Maior,38.71418,-9.14182,Entire home/apt,73,1,142,2018-11-23,1.96,9,185
7190340,Loving Chiado 2,36948366,Rita,Lisboa,Santa Maria Maior,38.71243,-9.14154,Entire home/apt,104,1,4,2016-06-26,3.08,9,261
7194306,Suite 2 com vista para o rio Tejo,6235356,Mona,Lisboa,Belm,38.69437,-9.20714,Private room,50,1,87,2018-06-22,1.21,4,163
7201708,Casal do Sol Guest Room,36868800,Rachel,Torres Vedras,Carvoeira e Carmes,39.0717,-9.16517,Private room,85,2,16,2019-09-18,0.22,2,0
7202633,Stay Safe in a city center studio - Santa Catarina,5488299,Teresa,Lisboa,Misericrdia,38.70982,-9.1524,Entire home/apt,55,2,181,2019-12-01,2.50,1,253
7203057,Magnifica vivenda na Praia WSR,2446437,Diogo,Mafra,Encarnao,39.01267,-9.41974,Entire home/apt,90,3,16,2019-09-26,0.22,1,0
7212061,CHIADO-BRAND NEW! AWESOME VIEW&YARD,17777000,City,Lisboa,Santa Maria Maior,38.71258,-9.14176,Entire home/apt,110,3,205,2019-12-09,2.87,7,41
7212261,RIO ALCÂNTARA APARTMENT WITH A PATIO,37762458,Flavia,Lisboa,Alcntara,38.70551,-9.17612,Entire home/apt,65,3,127,2018-10-28,1.76,1,365
7213388,Welcome to the miniflat 3 !!,22856342,João Tomás E Joana,Lisboa,Estrela,38.70465,-9.1709,Entire home/apt,35,2,115,2019-09-21,1.59,4,220
7218485,Casas da Tia Alice - Two Bedroom House,37790280,Vitor,Mafra,Mafra,38.97265,-9.32217,Entire home/apt,150,2,14,2019-08-17,0.20,2,311
7219865,Twin/double room in center city,37795186,Francisco,Lisboa,Estrela,38.70758,-9.1535,Private room,45,1,103,2019-06-07,1.42,8,96
7220231,Sunny Room,30362084,Vânia,Lisboa,Arroios,38.72651,-9.13227,Private room,30,2,28,2016-10-09,0.38,2,190
7222452,RAYON DE SOLEIL (Climatisé),36161241,Thierry.Ana,Lisboa,Misericrdia,38.71194,-9.14431,Entire home/apt,98,3,148,2020-01-03,2.06,4,71
7223708,Miradouro Sta Luzia 2 Bedrooms AL36697 Lisbon&More,25000314,Lisbon,Lisboa,Santa Maria Maior,38.7124,-9.12938,Entire home/apt,120,3,175,2019-12-08,2.42,2,0
7224622,The Famous Blue House - Alfama,37819879,Bryan,Lisboa,Santa Maria Maior,38.71192,-9.13061,Entire home/apt,67,3,144,2021-06-25,2.01,1,128
7225819,Studio  (Lisboa/Bairro Alto)Garagem,37828769,Teresa,Lisboa,Misericrdia,38.7094,-9.15128,Entire home/apt,60,2,132,2019-10-24,1.82,1,365
7226845,House of Maps by The River,3033288,Pedro,Lisboa,Misericrdia,38.70697,-9.1467,Entire home/apt,55,2,214,2021-06-12,2.97,2,303
7232695,Suite Premium with Private Bathroom,37795186,Francisco,Lisboa,Estrela,38.70758,-9.1535,Private room,75,1,63,2020-02-02,0.88,8,320
7233524,Triple room with private bathroom,37795186,Francisco,Lisboa,Estrela,38.70758,-9.1535,Private room,72,1,45,2018-05-30,0.89,8,319
7236059,*Breakfast included* COSY APT near the Beach,31146269,Ana,Cascais,Alcabideche,38.71367,-9.40684,Entire home/apt,65,2,3,2015-08-20,0.04,1,357
7239706,Casa da BoaVista,28161952,Ana,Mafra,Ericeira,38.96572,-9.4164,Entire home/apt,95,3,85,2020-10-11,1.17,2,328
7240050,Apartment Lisbon River View Duplex,19503914,Carlos,Lisboa,Parque das Naes,38.7677,-9.09696,Entire home/apt,150,3,45,2019-09-03,0.64,1,191
7245058,Pleasant charming room 31456/AL,10104097,Ana,Lisboa,Arroios,38.72629,-9.13305,Private room,20,2,236,2019-10-13,3.25,5,220
7254518,Estúdio no Estoril com terraço,11736449,Marta & Ricardo,Cascais,Cascais e Estoril,38.72068,-9.40768,Entire home/apt,62,2,124,2019-10-16,1.89,1,255
7255509,LISBON BEACH CHALÉ - CARCAVELOS,5788339,Pedro,Cascais,Carcavelos e Parede,38.69021,-9.3365,Private room,35,4,34,2019-01-02,0.48,8,289
7260038,Belém - Berlinda Lisbon House - 10742/AL,37262714,Silvina,Lisboa,Belm,38.69845,-9.19827,Entire home/apt,60,3,120,2019-10-14,1.66,1,13
7260901,The right size apartment,16774601,Manuel,Lisboa,Santa Maria Maior,38.7096,-9.13339,Entire home/apt,47,1,151,2019-12-15,2.09,1,97
7263139,Casa da Figueira Oca,37999528,Carla,Mafra,Igreja Nova e Cheleiros,38.89847,-9.31972,Entire home/apt,100,1,21,2016-07-05,0.29,2,222
7264154,Charming double room 31456/AL,10104097,Ana,Lisboa,Arroios,38.72629,-9.13305,Private room,22,2,198,2020-01-02,2.75,5,131
7269066,Signature home overlooking Sintra hills - Colares,41446994,André,Sintra,Colares,38.80159,-9.43897,Entire home/apt,215,4,22,2019-07-11,0.37,1,1
7272085,Alfama rooms with garden,8615249,Hugo,Lisboa,Santa Maria Maior,38.71249,-9.12575,Private room,45,1,202,2018-09-29,2.78,1,365
7272392,Cosy Flat In Central Lisbon With Castle View,8103610,Antoine,Lisboa,Arroios,38.72269,-9.13685,Entire home/apt,75,2,51,2020-03-15,1.06,1,9
7272714,Biggest Room w. Double Bed  Central Metro Saldanha,7564916,Stefan,Lisboa,Avenidas Novas,38.7385,-9.14246,Private room,14,1,10,2021-05-29,0.96,87,0
7276441,"Balcony with dream view, Principe Real, Central",11503351,Emilie,Lisboa,Santo Antnio,38.71719,-9.14976,Entire home/apt,80,4,31,2018-06-18,0.60,1,149
7278515,bright room near the beach,38108906,Birgit,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68879,-9.31049,Private room,25,2,55,2019-05-05,0.76,1,283
7282007,"2 Quartos 5 pessoas Bairro Histórico Graça, Lisboa",38059337,Maria,Lisboa,So Vicente,38.71937,-9.13,Entire home/apt,85,6,28,2018-07-11,0.72,1,179
7284965,"Lisbon,Bélem Ajuda Dream Apartment",37834095,Ana Paula,Lisboa,Ajuda,38.70345,-9.19226,Entire home/apt,40,3,132,2020-01-18,1.82,1,314
7287946,Gorgeous River View in charming Alfama,158847503,Tiago,Lisboa,So Vicente,38.71525,-9.12335,Entire home/apt,48,3,217,2020-09-15,2.99,4,145
7298473,Campervan Portugal 4 berth wc,32032130,Marisa,Lisboa,Olivais,38.7671,-9.13024,Entire home/apt,99,5,3,2017-11-07,0.07,2,365
7302706,Amazing rooftop view - Bairro Alto,14291065,Gonçalo,Lisboa,Misericrdia,38.71124,-9.14409,Entire home/apt,30,1,317,2020-03-14,4.38,13,130
7302858,Sunny Flat close to the Beach,38250931,Jorge,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69397,-9.2974,Entire home/apt,100,9,14,2017-07-12,0.19,1,280
7308261,"SunShine, Sea and pool view ap.",24595540,João Mario,Mafra,Ericeira,38.96124,-9.41495,Entire home/apt,75,2,27,2016-07-15,0.37,1,0
7317488,Ericeira Beach Flat Swimming Pool,38335210,Jose,Mafra,Carvoeira,38.95157,-9.41313,Entire home/apt,115,3,34,2020-09-12,0.56,1,74
7318044,Ad Vitam Aeternam,38337849,Ana,Torres Vedras,A dos Cunhados e Maceira,39.14902,-9.35843,Entire home/apt,61,6,13,2018-09-19,0.21,1,183
7319708,Happy Apartment,38346163,António,Lisboa,Misericrdia,38.71066,-9.15011,Entire home/apt,65,3,158,2019-06-28,2.24,2,251
7321066,Charming Apartment,38346163,António,Lisboa,Misericrdia,38.70873,-9.15135,Entire home/apt,125,3,154,2016-10-15,2.28,2,204
7325099,Quarto com casa de banho partilhada,15137541,Fernanda,Cascais,Cascais e Estoril,38.69898,-9.41926,Private room,35,1,40,2017-09-07,0.56,4,190
7327995,The One Experience - Master Suite,37046559,André,Lisboa,Estrela,38.70202,-9.17199,Private room,250,2,0,,,4,364
7328059,The One Experience- Port Suite,37046559,André,Lisboa,Estrela,38.70063,-9.17049,Private room,75,2,2,2018-05-14,0.05,4,364
7329602,Perfect place 2 stay at Lisbon,36834993,Michele,Lisboa,Santo Antnio,38.7165,-9.14669,Private room,20,1,76,2019-03-26,1.05,2,100
7335479,Traveller's Room - Figueira Oca,37999528,Carla,Mafra,Igreja Nova e Cheleiros,38.89789,-9.32147,Private room,30,1,15,2017-07-08,0.21,2,344
7335873,CARCAVELOS - BEACH,14151678,Jose,Cascais,Carcavelos e Parede,38.68083,-9.32833,Entire home/apt,115,3,45,2020-08-30,0.74,1,217
7341325,"""MAR"" in the Heart of Lisbon",38460117,Lisbon Story Guesthouse,Lisboa,Santa Maria Maior,38.71397,-9.13866,Entire home/apt,1000,1,14,2018-05-01,0.25,3,0
7341893,New apartment next to Av. Liberdade,33903389,Joana,Lisboa,Santo Antnio,38.72194,-9.14431,Entire home/apt,70,3,211,2020-01-15,3.54,5,171
7343179,"Casa Rocha à 2 km de la mer, piscine, -10% juillet",38469422,João Antonio,Torres Vedras,A dos Cunhados e Maceira,39.18,-9.33534,Entire home/apt,92,6,11,2020-08-22,0.20,1,309
7343417,"""Proverbios"" in the Heart of Lisbon",38460117,Lisbon Story Guesthouse,Lisboa,Santa Maria Maior,38.71387,-9.139,Hotel room,1000,1,0,,,3,0
7345120,Happy apartment in downtown Lisbon (castle view),5588401,Ana & Mariana,Lisboa,Arroios,38.71714,-9.13903,Entire home/apt,54,3,270,2021-01-11,3.77,18,329
7345398,Heart of Lisbon's historic centre Loft,21345923,Luísa,Lisboa,Santo Antnio,38.71583,-9.14573,Entire home/apt,38,3,160,2018-05-23,2.23,1,322
7346082,Modern house in the Heart of Lisbon,5104227,Marta & Jerome,Lisboa,Santa Maria Maior,38.71322,-9.13455,Entire home/apt,100,3,215,2019-12-24,3.00,1,21
7346985,Live as a Local,38490446,Maria,Lisboa,Santa Maria Maior,38.71481,-9.13531,Entire home/apt,50,1,160,2019-05-16,2.22,1,309
7356413,Bright flat in City Center 1,38544464,António,Lisboa,Arroios,38.72354,-9.13583,Entire home/apt,60,2,140,2019-08-08,2.12,2,0
7356416,Sunny Double Bed & Private Bathroom,2918220,Cristina,Lisboa,Lumiar,38.76064,-9.15705,Private room,29,1,52,2019-06-26,0.86,2,106
7356709,Little Alfama Town,9985968,Benjamin,Lisboa,Santa Maria Maior,38.71295,-9.13021,Entire home/apt,36,3,141,2020-11-30,1.95,2,269
7359856,Alfama Santa Apolonia Apartment,38561697,Carlos,Lisboa,So Vicente,38.71474,-9.12497,Entire home/apt,45,2,134,2019-04-11,1.85,5,152
7361985,First Floor - Ericeira (center),17206393,Kika,Mafra,Ericeira,38.96886,-9.41907,Entire home/apt,100,1,9,2017-09-19,5.74,13,341
7362298,Bright flat in City Center 2,38544464,António,Lisboa,Arroios,38.72218,-9.13356,Entire home/apt,55,2,118,2018-11-25,2.04,2,171
7363350,Beach House Memories,38577621,Pedro,Torres Vedras,Silveira,39.13119,-9.38,Entire home/apt,130,5,7,2019-08-10,0.10,1,177
7367013,Your house in the center of Lisbon,32966468,Helia,Lisboa,Arroios,38.72239,-9.13511,Entire home/apt,65,2,291,2020-03-04,4.03,3,70
7367034,LUXURY PENTHOUSE BY THE SEA,6426862,Assunção,Cascais,Cascais e Estoril,38.69706,-9.42229,Entire home/apt,550,3,41,2020-01-01,0.57,7,289
7375822,Enjoy Historic Lisbon with all the tranquility!,128128,Susana,Lisboa,Santa Maria Maior,38.71323,-9.13486,Entire home/apt,121,3,31,2016-05-11,0.44,3,364
7378850,Bairro Alto - Artistic with View,3953109,Feels Like Home,Lisboa,Misericrdia,38.71202,-9.14299,Entire home/apt,140,2,10,2019-11-09,0.16,275,326
7384232,Martim Moniz Luxury Apartment,538753,André & Cristina,Lisboa,Santa Maria Maior,38.71606,-9.13712,Entire home/apt,143,2,181,2021-01-10,2.76,6,280
7386930,Sunny flat at trendy Intendente,35963214,Elsa,Lisboa,Arroios,38.72093,-9.13287,Entire home/apt,50,7,106,2018-10-20,1.65,2,97
7387049,Alfama Elisa | Studio w/river views - by HOMEFUL,2252054,Giuseppe,Lisboa,Santa Maria Maior,38.71195,-9.12811,Entire home/apt,65,3,317,2020-03-04,4.38,2,287
7391521,Laneez Ericeira Cottage - Privacy and Ocean view,27809636,Miguel,Mafra,Ericeira,38.9577,-9.41358,Entire home/apt,295,5,10,2019-07-21,0.21,7,269
7396080,Center City lovely & sunny large apart 5BDR,8067456,Raymond,Lisboa,Misericrdia,38.70866,-9.15181,Entire home/apt,150,3,86,2019-07-12,1.20,1,219
7399673,Flatshare Room in Center with 2x Metro 2xParks,7564916,Stefan,Lisboa,Avenidas Novas,38.72998,-9.15076,Private room,16,1,4,2021-06-09,0.07,87,178
7400260,Ericeira Sunset House,38774003,Luis,Mafra,Ericeira,38.96024,-9.41685,Entire home/apt,150,3,72,2019-09-27,1.19,2,293
7400408,Room in LISBON CENTER Backside with no street,7564916,Stefan,Lisboa,Avenidas Novas,38.7385,-9.14246,Private room,9,3,5,2017-08-22,0.11,87,11
7400883,ROOM IN SALDANHA AREA - CENTER OF LISBON,7564916,Stefan,Lisboa,Avenidas Novas,38.7385,-9.14246,Private room,80,1,3,2016-08-17,0.05,87,0
7402418,Vintage Lisbon. Principe Real.,4047048,Samuel & Carla,Lisboa,Santo Antnio,38.71788,-9.15329,Entire home/apt,58,3,120,2021-06-02,1.67,2,350
7412511,Ericeira Happy Terrace - Short or Long Stays!,38835657,Pedro,Mafra,Ericeira,38.96949,-9.41473,Entire home/apt,100,4,41,2018-07-13,0.57,1,191
7423210,Sunny Terrace private room in Oeiras,7998269,Catarina,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.70932,-9.28891,Private room,40,2,17,2020-03-14,0.48,1,81
7428710,Luxury apartment in city centre,31897481,Zoey,Lisboa,Arroios,38.72797,-9.13668,Entire home/apt,65,1,9,2015-08-12,0.15,3,38
7434304,Bairro Alto 3 Bedroom Patio House!! Great WI-FI!!,17457001,Joana,Lisboa,Misericrdia,38.71315,-9.14677,Entire home/apt,133,2,176,2021-06-19,2.51,40,297
7434883,*TERRACE/GARDEN Flat in Ajuda/Belem_ 6 guests*,8958376,Diogo,Lisboa,Ajuda,38.70443,-9.19554,Entire home/apt,75,5,21,2018-02-28,0.29,1,359
7437987,Bairro Alto City Center Apartment,38964167,Dora,Lisboa,Misericrdia,38.71126,-9.14474,Entire home/apt,85,2,227,2020-03-15,3.14,1,251
7438144,Garden Oasis Apartment with Patio,4191034,Alexandre,Lisboa,Arroios,38.71744,-9.13918,Entire home/apt,100,3,220,2020-12-18,4.09,2,226
7438250,Apartamento Dom Bosco,13137789,Rosário,Cascais,Cascais e Estoril,38.71274,-9.40579,Entire home/apt,65,2,24,2019-07-25,0.33,1,314
7446782,Duplex Town House  Camões / Chiado,39002247,Mário,Lisboa,Misericrdia,38.71164,-9.1445,Entire home/apt,78,3,163,2020-03-08,2.27,1,271
7451460,JULY OFFER! Center Huge Room with Balcony Saldanha,7564916,Stefan,Lisboa,Avenidas Novas,38.7385,-9.14246,Private room,17,1,2,2020-08-27,0.18,87,6
7452162,Big Room in Lisbon Center next to Av. Republica,7564916,Stefan,Lisboa,Avenidas Novas,38.73821,-9.1465,Private room,16,2,12,2021-06-25,2.69,87,6
7453188,*CLEAN & SAFE* Apartment in the Castle of S. Jorge,39031840,João,Lisboa,Santa Maria Maior,38.71309,-9.13148,Entire home/apt,49,3,185,2021-07-02,2.56,2,199
7453348,Between Beach+Historical Monuments,557442,Fernanda,Lisboa,Estrela,38.70571,-9.17102,Entire home/apt,70,28,127,2018-06-18,1.77,1,250
7454563,Beautiful house see for yourself !,20216916,Miguel,Cascais,Alcabideche,38.72273,-9.38794,Entire home/apt,1300,5,1,2019-07-18,0.04,1,167
7464948,Triple Room The Maverick. Surf. Yoga. Relax.,17235600,The Maverick Surfvillas,Lourinh,Lourinh e Atalaia,39.26866,-9.28188,Private room,75,1,5,2018-05-07,0.08,15,192
7467021,The One Experience- Starboard Suite,37046559,André,Lisboa,Estrela,38.70258,-9.17224,Private room,75,2,10,2018-08-13,0.19,4,364
7468126,Beautiful family Villa with a pool,38175830,Catarina,Cascais,Cascais e Estoril,38.70375,-9.38597,Entire home/apt,442,3,89,2021-06-01,1.25,1,317
7470943,Downtown Doll's House,4141894,Maria E João,Lisboa,Santa Maria Maior,38.7155,-9.13971,Entire home/apt,65,2,175,2019-11-24,2.42,6,362
7478094,★Historic Sant'Anna Palace★ Twin Room w/ a View 29,17638903,Maria De Jesus,Lisboa,Arroios,38.71727,-9.14011,Private room,51,1,23,2021-06-24,0.49,46,365
7480264,The One Experience,37046559,André,Lisboa,Estrela,38.70035,-9.1706,Entire home/apt,500,1,0,,,4,364
7481093,Welcome to Giovanni's Vivenda,37309506,Giovanni,Torres Vedras,Silveira,39.10509,-9.33963,Private room,30,3,0,,,2,178
7482055,a room Like Home (4),7440258,Luis,Lisboa,Estrela,38.708454,-9.156143,Private room,30,1,108,2019-09-20,1.50,9,331
7487387,"""BLUE RIVER VIEW"", Roof Terrace Duplex, Alfama",13564776,Monica&Carlos,Lisboa,Santa Maria Maior,38.71338,-9.12855,Entire home/apt,81,3,304,2020-12-12,4.20,1,313
7491287,Ericeira Beach Coxos,3953109,Feels Like Home,Mafra,Ericeira,38.96153,-9.41771,Entire home/apt,111,2,48,2018-05-23,0.77,275,324
7491667,Ericeira Beach Lizandro,3953109,Feels Like Home,Mafra,Ericeira,38.96024,-9.41573,Entire home/apt,111,2,61,2019-09-16,1.06,275,305
7492169,Ericeira Beach São Sebastião,3953109,Feels Like Home,Mafra,Ericeira,38.96112,-9.41624,Entire home/apt,111,2,41,2020-03-08,0.70,275,320
7492356,Ericeira Beach Sul,3953109,Feels Like Home,Mafra,Ericeira,38.9618,-9.41641,Entire home/apt,105,2,8,2019-07-23,0.14,275,329
7495513,Pricipe Real 2,1341386,Massimiliano,Lisboa,Misericrdia,38.71532,-9.14926,Private room,35,2,49,2019-09-18,0.68,2,323
7507892,apartament centro historico cascais,39276598,Rosana,Cascais,Cascais e Estoril,38.69533,-9.42153,Entire home/apt,200,1,4,2015-08-17,0.06,1,339
7510950,Lisbon with a View,128128,Susana,Lisboa,Misericrdia,38.71481,-9.14888,Entire home/apt,95,4,128,2020-02-17,1.79,3,160
7512704,Calado Duplex. Modern with style.,688914,Luis,Lisboa,Penha de Frana,38.7303,-9.12886,Entire home/apt,82,2,33,2019-07-31,0.55,38,153
7514721,Location location location!,39370045,Diogo,Lisboa,So Vicente,38.714,-9.12458,Entire home/apt,75,2,79,2016-08-01,1.10,1,159
7516343,Chiado - Rossio @ 1 pax / Low Cost / Center Lisbon,23450558,Flávia,Lisboa,Santa Maria Maior,38.71305,-9.1417,Entire home/apt,43,3,128,2019-09-08,1.78,8,322
7522021,Explore a Historic District from a Modernized Apartment,538753,André & Cristina,Lisboa,So Vicente,38.7181,-9.12912,Entire home/apt,98,2,74,2019-11-10,1.04,6,339
7522715,V Dinastia Guest House 2,16521620,Miguel,Lisboa,Campo de Ourique,38.71992,-9.16083,Hotel room,50,1,13,2017-06-12,0.18,6,365
7522997,CITY CENTER ROOM@LISBON,7457289,Mariana,Lisboa,Arroios,38.71719,-9.1406,Private room,22,2,91,2019-05-15,1.40,1,299
7528440,Room in Center LISBON METRO SALDANHA,7564916,Stefan,Lisboa,Arroios,38.73643,-9.13535,Private room,9,1,0,,,87,9
7529189,Central Lisbon charming in Anjos,25425636,Maria Manuela,Lisboa,Arroios,38.7262,-9.13739,Entire home/apt,64,3,182,2019-07-02,2.52,2,308
7543221,FASHIONABLE AND COSY STUDIO,7068706,Manuel Isaias,Cascais,Cascais e Estoril,38.70016,-9.38682,Entire home/apt,60,3,110,2019-08-05,1.54,2,283
7553893,Two bedroom central apartment full of light,3634413,Birds,Lisboa,Arroios,38.72307,-9.13616,Entire home/apt,86,2,113,2019-10-14,1.56,13,365
7567797,Private Room - Elegant & Cozy,39678834,Filipa,Lisboa,Alcntara,38.70316,-9.18236,Private room,39,2,73,2018-10-07,1.03,1,365
7568956,"Sal Red Apartment,  Lisbon",22192546,Madalena,Lisboa,Carnide,38.76392,-9.18034,Entire home/apt,140,2,1,2016-11-03,0.02,53,151
7569238,"Sal Purple Apartment, Lisbon",22192546,Madalena,Lisboa,Carnide,38.76388,-9.1804,Entire home/apt,140,2,11,2018-09-24,0.31,53,133
7573224,2 Bedrooms Apt. w/ Pool Estrela,31281376,Marta,Lisboa,Campo de Ourique,38.71566,-9.15822,Entire home/apt,100,3,181,2019-06-06,2.52,2,323
7573544,Modern 2-Bedroom Apartment in Alfama,8298637,Courtesy,Lisboa,Santa Maria Maior,38.71013,-9.13355,Entire home/apt,100,3,45,2020-03-01,0.64,3,101
7573582,2 Bedroom Apt. with Terrace Graca,31281376,Marta,Lisboa,So Vicente,38.72073,-9.1282,Entire home/apt,80,3,150,2020-03-17,2.08,2,340
7577232,Sun House Duplex Ericeira Surf,3962432,Paula,Mafra,Carvoeira,38.93457,-9.41431,Entire home/apt,100,3,8,2016-08-18,0.11,1,365
7581204,"Nice home, only 20 min. from Lisbon",39748019,Otília,Sintra,"Almargem do Bispo, Pro Pinheiro e Montelavar",38.81785,-9.25589,Entire home/apt,90,2,37,2017-04-09,0.54,1,191
7595062,A room in a beautiful family house,39819863,Cláudia,Lisboa,Alvalade,38.74567,-9.14027,Private room,32,2,46,2018-08-02,0.64,1,160
7600437,Bairro Alto Window,6065977,Pedro & Rúben,Lisboa,Misericrdia,38.7131,-9.14427,Entire home/apt,100,1,85,2019-09-21,1.18,8,0
7601003,Room with private bathroom in the apartment,33928344,Cristina,Lisboa,Penha de Frana,38.72579,-9.13036,Private room,25,2,221,2019-12-31,3.07,2,292
7604200,Graça nas Estrelas,2871045,Tania & Luis,Lisboa,So Vicente,38.7214,-9.13044,Entire home/apt,65,4,57,2017-11-03,0.79,1,190
7607901,Apartment Sé River View2,3841323,Maria,Lisboa,Santa Maria Maior,38.7092,-9.13298,Entire home/apt,140,2,204,2020-08-07,3.09,3,251
7609146,Apartment near Chiado overlooking river,20179403,Pedro,Lisboa,Misericrdia,38.70949,-9.15007,Entire home/apt,55,2,265,2020-06-28,3.68,1,302
7615810,A room for Two Like Home,7440258,Luis,Lisboa,Estrela,38.708492,-9.156131,Private room,40,1,74,2019-07-25,1.03,9,360
7616607,"Beach, pool, Casino and Sun!",39121702,Cyrille,Cascais,Cascais e Estoril,38.7066,-9.39797,Entire home/apt,90,3,6,2018-07-10,0.09,1,279
7625737,Graca Sea view apartment,7988090,Amit,Lisboa,So Vicente,38.71683,-9.12827,Entire home/apt,120,5,14,2018-11-11,0.22,1,90
7626807,Apartment Rua Sol à Santa Catarina,40008096,Apartamentos,Lisboa,Misericrdia,38.70959,-9.15011,Entire home/apt,58,7,291,2019-11-17,4.05,2,363
7626926,"Room at Anjos, old Lisbon",40007068,Rui & Lily,Lisboa,Arroios,38.72278,-9.13263,Private room,40,2,263,2019-11-12,3.64,2,177
7628941,Two beds room,31546132,Luiz And Vagner,Lisboa,Arroios,38.7282,-9.13574,Private room,21,2,165,2019-08-10,2.30,9,221
7632133,Prestigious central location flat in Alvalade,14450131,Maria,Lisboa,Alvalade,38.75264,-9.14294,Entire home/apt,38,12,53,2018-07-09,0.74,2,312
7636580,Parque Lisbon Center Splendid student room - Metro,7564916,Stefan,Lisboa,Avenidas Novas,38.73046,-9.15036,Private room,13,3,4,2019-09-01,0.07,87,0
7640869,V Dinastia Guest House 1,16521620,Miguel,Lisboa,Campo de Ourique,38.7203,-9.15882,Hotel room,40,1,5,2017-04-03,0.07,6,365
7641023,V Dinastia Guest House 3,16521620,Miguel,Lisboa,Campo de Ourique,38.71978,-9.16023,Hotel room,70,1,19,2016-08-04,0.26,6,365
7641071,V Dinastia Guest House 2,16521620,Miguel,Lisboa,Campo de Ourique,38.71986,-9.15886,Hotel room,40,1,22,2020-03-08,0.31,6,354
7643970,Beach Apartment - Jose Mota,19460623,Jose Alexandre,Cascais,Cascais e Estoril,38.70023,-9.38878,Entire home/apt,50,3,110,2019-04-11,1.53,5,317
7644345,B&B Casa das Hortênsias - Suite 1,28555906,Isabel & Alberto,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81613,-9.40513,Hotel room,67,1,18,2016-08-09,0.25,7,342
7647004,Casas da Biquinha - Cabo da Roca,10379875,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.7963,-9.3919,Entire home/apt,72,2,33,2017-03-27,0.54,16,322
7647058,Quarto de Casal,40061196,Isabel Segura,Mafra,Mafra,38.93697,-9.33728,Private room,60,1,1,2015-08-18,0.01,3,365
7647535,Student Room in the Center of Lisbon 2020/2021,7564916,Stefan,Lisboa,Avenidas Novas,38.73046,-9.15036,Private room,25,1,1,2015-08-25,0.01,87,0
7650647,Suite Azul,40061196,Isabel Segura,Mafra,Mafra,38.93521,-9.33771,Private room,80,1,0,,,3,365
7657641,Fantastic Central apartment,3634413,Birds,Lisboa,Arroios,38.72249,-9.1374,Entire home/apt,75,2,152,2019-07-15,2.12,13,310
